	Domain	Supergroup	Division	Subdivision	Class	Order	Family	Genus	Species
18S_ASV_16536	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16537	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16538	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16539	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Janulum	Janulum_spinispiculum
18S_ASV_16540	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
18S_ASV_16541	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16542	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16543	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	NA	NA	NA	NA
18S_ASV_16544	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA
18S_ASV_16545	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	Ostreobium_sp.
18S_ASV_16546	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16547	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16548	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16549	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16550	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16551	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16552	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_sp.
18S_ASV_16553	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16554	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16555	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16556	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16557	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16558	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16559	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodiniaceae_X	Symbiodiniaceae_Foram_Clade_D
18S_ASV_16560	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16561	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Janulum	Janulum_spinispiculum
18S_ASV_16562	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16563	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Euplotia	Uronychiidae	Diophrys	NA
18S_ASV_16564	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16565	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16566	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16567	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16568	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	NA
18S_ASV_16569	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16570	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16571	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16572	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Janulum	Janulum_spinispiculum
18S_ASV_16573	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_sp.
18S_ASV_16574	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16575	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_minutum
18S_ASV_16576	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16577	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16578	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16579	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16580	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16581	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16582	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16583	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16584	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16585	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	Ostreobium_sp.
18S_ASV_16586	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16587	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16588	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16589	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16590	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16591	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16592	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16593	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16594	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_sp.
18S_ASV_16595	Eukaryota	TSAR	Stramenopiles	Gyrista	NA	NA	NA	NA	NA
18S_ASV_16596	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16597	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Janulum	Janulum_spinispiculum
18S_ASV_16598	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16599	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16600	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16601	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16602	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodiniaceae_X	Symbiodiniaceae_Foram_Clade_D
18S_ASV_16603	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA
18S_ASV_16604	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	NA	NA	NA	NA
18S_ASV_16605	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16606	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodiniaceae_X	Symbiodiniaceae_Foram_Clade_D
18S_ASV_16607	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16608	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	NA
18S_ASV_16609	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16610	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16611	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16612	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16613	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	NA
18S_ASV_16614	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16615	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16616	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16617	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16618	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16619	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16620	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16621	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodiniaceae_X	Symbiodiniaceae_Foram_Clade_D
18S_ASV_16622	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodiniaceae_X	Symbiodiniaceae_Foram_Clade_D
18S_ASV_16623	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16624	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16625	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16626	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Merlia	Merlia_normani
18S_ASV_16627	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16628	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16629	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16630	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16631	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium_goreaui
18S_ASV_16632	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16633	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16634	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16635	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16636	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16637	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16638	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16639	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16640	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodiniaceae_X	Symbiodiniaceae_Foram_Clade_D
18S_ASV_16641	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16642	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	NA
18S_ASV_16643	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16644	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16645	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	NA
18S_ASV_16646	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	Ostreobium_sp.
18S_ASV_16647	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodiniaceae_X	Symbiodiniaceae_Foram_Clade_D
18S_ASV_16648	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16649	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16650	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16651	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16652	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16653	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16654	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16655	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16656	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16657	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_sp.
18S_ASV_16658	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16659	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	NA
18S_ASV_16660	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16661	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16662	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16663	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16664	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16665	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16666	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16667	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16668	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16669	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16670	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16671	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16672	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA
18S_ASV_16673	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16674	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16675	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16676	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA
18S_ASV_16677	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16678	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	Ostreobium_sp.
18S_ASV_16679	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16680	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16681	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16682	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Oceanapia	Oceanapia_sp.
18S_ASV_16683	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16684	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16685	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16686	Eukaryota	Obazoa	Opisthokonta	Metazoa	NA	NA	NA	NA	NA
18S_ASV_16687	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	NA
18S_ASV_16688	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16689	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16690	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16691	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16692	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16693	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16694	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16695	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16696	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16697	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16698	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16699	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16700	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16701	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16702	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16703	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16704	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	NA	NA
18S_ASV_16705	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16706	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_sp.
18S_ASV_16707	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16708	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16709	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16710	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	NA	NA
18S_ASV_16711	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16712	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16713	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16714	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16715	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Cladophorales	Cladophorales_X	Cladophora	NA
18S_ASV_16716	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	Diplastrella	Diplastrella_megastellata
18S_ASV_16717	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum	Breviolum_minutum
18S_ASV_16718	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	Ostreobium_sp.
18S_ASV_16719	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16720	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16721	Eukaryota	Obazoa	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Montastraea	Montastraea_annularis
18S_ASV_16722	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16723	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16724	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
18S_ASV_16725	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Durusdinium	Durusdinium_sp.
18S_ASV_16726	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	NA	NA
18S_ASV_16727	Eukaryota	TSAR	Stramenopiles	Gyrista	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Glomerochrysis	Glomerochrysis_psammophila
18S_ASV_16728	Eukaryota	Obazoa	Opisthokonta	Metazoa	Porifera	Porifera_X	Demospongiae	NA	NA
