	Kingdom	Phylum	Class	Order	Family	Genus	Species
16S_ASV_1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_2	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_3	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
16S_ASV_5	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
16S_ASV_6	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_7	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Paramaledivibacter	NA
16S_ASV_8	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
16S_ASV_9	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
16S_ASV_10	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
16S_ASV_11	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_12	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Paramaledivibacter	NA
16S_ASV_13	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	NA
16S_ASV_14	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Paramaledivibacter	NA
16S_ASV_15	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	NA
16S_ASV_16	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_17	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
16S_ASV_18	Bacteria	Proteobacteria	Alphaproteobacteria	Dstr-E11	NA	NA	NA
16S_ASV_19	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	NA
16S_ASV_20	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	NA	NA
16S_ASV_21	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
16S_ASV_22	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_23	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_24	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
16S_ASV_25	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_26	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
16S_ASV_27	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	NA
16S_ASV_28	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA	NA
16S_ASV_29	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_30	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira	NA
16S_ASV_31	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	NA
16S_ASV_32	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_33	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	NA	NA	NA
16S_ASV_34	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_35	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
16S_ASV_36	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	NA
16S_ASV_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	NA
16S_ASV_38	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_39	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_40	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	NA	NA	NA
16S_ASV_41	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	NA
16S_ASV_42	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_43	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	NA	NA	NA
16S_ASV_44	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_45	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	NA
16S_ASV_46	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_47	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
16S_ASV_48	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA	NA
16S_ASV_49	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_50	Bacteria	PAUC34f	NA	NA	NA	NA	NA
16S_ASV_51	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	NA	NA	NA
16S_ASV_52	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_53	Bacteria	Poribacteria	NA	NA	NA	NA	NA
16S_ASV_54	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_55	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	NA
16S_ASV_56	Bacteria	Chloroflexi	TK17	NA	NA	NA	NA
16S_ASV_57	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Fodinicurvata	NA
16S_ASV_58	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	NA
16S_ASV_59	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	NA
16S_ASV_60	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_61	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
16S_ASV_62	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	NA
16S_ASV_63	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Aestuariicella	NA
16S_ASV_64	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
16S_ASV_65	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
16S_ASV_66	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiobios	NA
16S_ASV_67	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales Incertae Sedis	Desulfallas-Sporotomaculum	NA
16S_ASV_68	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
16S_ASV_69	Bacteria	AncK6	NA	NA	NA	NA	NA
16S_ASV_70	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	mucilaginosa
16S_ASV_71	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_72	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_73	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	NA
16S_ASV_74	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
16S_ASV_75	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
16S_ASV_76	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	NA
16S_ASV_77	Bacteria	PAUC34f	NA	NA	NA	NA	NA
16S_ASV_78	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter	caesariensis
16S_ASV_79	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	NA
16S_ASV_80	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
16S_ASV_81	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	NA
16S_ASV_82	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_83	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_84	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_85	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
16S_ASV_86	Bacteria	Nitrospinota	P9X2b3D02	NA	NA	NA	NA
16S_ASV_87	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
16S_ASV_88	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	NA
16S_ASV_89	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
16S_ASV_90	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	NA
16S_ASV_91	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA	NA
16S_ASV_92	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA	NA
16S_ASV_93	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
16S_ASV_94	Bacteria	Acidobacteriota	Subgroup 11	NA	NA	NA	NA
16S_ASV_95	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadales Incertae Sedis	Eilatimonas	NA
16S_ASV_96	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
16S_ASV_97	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	JTB255 marine benthic group	NA
16S_ASV_98	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
16S_ASV_99	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	NA
16S_ASV_100	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
16S_ASV_101	Bacteria	Poribacteria	NA	NA	NA	NA	NA
16S_ASV_102	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales Incertae Sedis	Constrictibacter	NA
16S_ASV_103	Bacteria	Poribacteria	NA	NA	NA	NA	NA
16S_ASV_104	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
16S_ASV_105	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Thalassotalea	NA
16S_ASV_106	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
16S_ASV_107	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
16S_ASV_108	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum	NA
16S_ASV_109	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_110	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	NA
16S_ASV_111	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	NA
16S_ASV_112	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter	NA
16S_ASV_113	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_114	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_115	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	NA	NA
16S_ASV_116	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA	NA
16S_ASV_117	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_118	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_119	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_120	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_121	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_122	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Hyphococcus	NA
16S_ASV_123	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
16S_ASV_124	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_125	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
16S_ASV_126	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	NA	NA	NA
16S_ASV_127	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maritimimonas	NA
16S_ASV_128	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
16S_ASV_129	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA	NA
16S_ASV_130	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
16S_ASV_131	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	NA
16S_ASV_132	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_133	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	NA
16S_ASV_134	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_135	Bacteria	PAUC34f	NA	NA	NA	NA	NA
16S_ASV_136	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
16S_ASV_137	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_138	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_139	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	MBIC10086	NA
16S_ASV_140	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_141	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	NA
16S_ASV_142	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
16S_ASV_143	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Marine Methylotrophic Group 3	NA
16S_ASV_144	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	MBIC10086	NA
16S_ASV_145	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
16S_ASV_146	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
16S_ASV_147	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_148	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_149	Bacteria	PAUC34f	NA	NA	NA	NA	NA
16S_ASV_150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_151	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfopila	NA
16S_ASV_152	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
16S_ASV_153	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_154	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
16S_ASV_155	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
16S_ASV_156	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_157	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_158	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	NA
16S_ASV_159	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_160	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_161	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_162	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
16S_ASV_163	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA	NA
16S_ASV_164	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
16S_ASV_165	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	NA
16S_ASV_166	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter	NA
16S_ASV_167	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Aestuariibacter	NA
16S_ASV_168	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	FS142-36B-02	NA
16S_ASV_169	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	NA
16S_ASV_170	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_171	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	NA	NA
16S_ASV_172	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_173	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_174	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_175	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Pontibacterium	NA
16S_ASV_176	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
16S_ASV_177	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Tepidamorphus	NA
16S_ASV_178	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	NA
16S_ASV_179	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	NA	NA	NA
16S_ASV_180	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
16S_ASV_181	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_182	Bacteria	Poribacteria	NA	NA	NA	NA	NA
16S_ASV_183	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	NA	NA	NA
16S_ASV_184	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_185	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
16S_ASV_186	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_187	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	NA
16S_ASV_188	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Hoeflea	NA
16S_ASV_189	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	NA	NA	NA
16S_ASV_190	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea	NA
16S_ASV_191	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
16S_ASV_192	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Mf105b01	NA
16S_ASV_193	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Pyruvatibacter	mobilis
16S_ASV_194	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetovibrio	NA
16S_ASV_195	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
16S_ASV_196	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_197	Bacteria	Poribacteria	NA	NA	NA	NA	NA
16S_ASV_198	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_199	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	NA
16S_ASV_200	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
16S_ASV_201	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA	NA
16S_ASV_202	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	pedis
16S_ASV_203	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
16S_ASV_204	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_205	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
16S_ASV_206	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
16S_ASV_207	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_208	Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	NA
16S_ASV_209	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	NA	NA
16S_ASV_210	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA	NA
16S_ASV_211	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
16S_ASV_212	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA
16S_ASV_213	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA
16S_ASV_214	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albidovulum	NA
16S_ASV_215	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
16S_ASV_216	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_217	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
16S_ASV_218	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Paramaledivibacter	NA
16S_ASV_219	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
16S_ASV_220	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_221	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
16S_ASV_222	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_223	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
16S_ASV_224	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
16S_ASV_225	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	NA
16S_ASV_226	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_227	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	NA	NA	NA
16S_ASV_228	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_229	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	NA
16S_ASV_230	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
16S_ASV_231	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
16S_ASV_232	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_233	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia	NA
16S_ASV_234	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_235	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
16S_ASV_236	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Paramaledivibacter	NA
16S_ASV_237	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Parvularcula	NA
16S_ASV_238	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
16S_ASV_239	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	NA	NA
16S_ASV_240	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
16S_ASV_241	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	NA	NA	NA
16S_ASV_242	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_243	Bacteria	Proteobacteria	Gammaproteobacteria	SS1-B-07-19	NA	NA	NA
16S_ASV_244	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_245	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_246	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Oleiphilus	NA
16S_ASV_247	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	NA
16S_ASV_248	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter	NA
16S_ASV_249	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	NA
16S_ASV_250	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	NA	NA
16S_ASV_251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	NA	NA
