	Kingdom	Phylum	Class	Order	Family	Genus	Species
16S_ASV_4950	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
16S_ASV_4951	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_4952	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_4953	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
16S_ASV_4954	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_4955	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_4956	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Candidatus Endobugula	NA
16S_ASV_4957	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
16S_ASV_4958	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_4959	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_4960	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
16S_ASV_4961	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	iners
16S_ASV_4962	Bacteria	Myxococcota	Polyangia	Polyangiales	Eel-36e1D6	NA	NA
16S_ASV_4963	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_4964	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_4965	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA
16S_ASV_4966	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
16S_ASV_4967	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_4968	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	EF100-94H03	NA	NA
16S_ASV_4969	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA	NA
16S_ASV_4970	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
16S_ASV_4971	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Allofrancisella	NA
16S_ASV_4972	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
16S_ASV_4973	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_4974	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
16S_ASV_4975	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
16S_ASV_4976	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_4977	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
16S_ASV_4978	Bacteria	Proteobacteria	Alphaproteobacteria	Dstr-E11	NA	NA	NA
16S_ASV_4979	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	NA
16S_ASV_4980	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	NA
16S_ASV_4981	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_4982	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_4983	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
16S_ASV_4984	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_4985	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
16S_ASV_4986	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_4987	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA	NA
16S_ASV_4988	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA	NA
16S_ASV_4989	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
16S_ASV_4990	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_4991	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_4992	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_4993	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
16S_ASV_4994	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_4995	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Amnipila	NA
16S_ASV_4996	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	pipientis
16S_ASV_4997	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
16S_ASV_4998	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Denitrovibrio	NA
16S_ASV_4999	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
16S_ASV_5000	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
16S_ASV_5001	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Rhodovibrio	NA
16S_ASV_5002	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA
16S_ASV_5003	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	NA
16S_ASV_5004	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA
16S_ASV_5005	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	NA	NA	NA
16S_ASV_5006	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
16S_ASV_5007	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5008	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2	NA
16S_ASV_5009	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA
16S_ASV_5010	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
16S_ASV_5011	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA
16S_ASV_5012	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
16S_ASV_5013	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
16S_ASV_5014	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5015	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	NA
16S_ASV_5016	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_5017	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_5018	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_5019	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_5020	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA
16S_ASV_5021	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	NA
16S_ASV_5022	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
16S_ASV_5023	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_5024	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
16S_ASV_5025	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
16S_ASV_5026	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
16S_ASV_5027	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_5028	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA286-E23	NA	NA
16S_ASV_5029	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_5030	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
16S_ASV_5031	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5032	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA	NA
16S_ASV_5033	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_5034	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5035	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
16S_ASV_5036	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
16S_ASV_5037	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	LiUU-11-161	NA	NA
16S_ASV_5038	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_5039	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5040	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5041	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_5042	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
16S_ASV_5043	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
16S_ASV_5044	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	NA	NA	NA
16S_ASV_5045	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
16S_ASV_5046	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
16S_ASV_5047	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
16S_ASV_5048	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	NA
16S_ASV_5049	Bacteria	Proteobacteria	Alphaproteobacteria	Dstr-E11	NA	NA	NA
16S_ASV_5050	Bacteria	Proteobacteria	Alphaproteobacteria	Dstr-E11	NA	NA	NA
16S_ASV_5051	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5052	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	NA	NA	NA
16S_ASV_5053	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5054	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_5055	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	NA
16S_ASV_5056	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
16S_ASV_5057	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
16S_ASV_5058	Bacteria	Planctomycetota	028H05-P-BN-P5	NA	NA	NA	NA
16S_ASV_5059	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5060	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA
16S_ASV_5061	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5062	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales Incertae Sedis	Desulfallas-Sporotomaculum	NA
16S_ASV_5063	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	NA	NA
16S_ASV_5064	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
16S_ASV_5065	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
16S_ASV_5066	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
16S_ASV_5067	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_5068	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
16S_ASV_5069	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
16S_ASV_5070	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
16S_ASV_5071	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	NA
16S_ASV_5072	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5073	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_5074	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
16S_ASV_5075	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5076	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
16S_ASV_5077	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas	NA
16S_ASV_5078	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
16S_ASV_5079	Bacteria	GAL15	NA	NA	NA	NA	NA
16S_ASV_5080	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
16S_ASV_5081	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	NA
16S_ASV_5082	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_5083	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Agrilactobacillus	NA
16S_ASV_5084	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	NA
16S_ASV_5085	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	NA	NA
16S_ASV_5086	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA
16S_ASV_5087	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	NA
16S_ASV_5088	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA
16S_ASV_5089	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5090	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	lutea
16S_ASV_5091	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5092	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2	NA
16S_ASV_5093	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	B2706-C7	NA
16S_ASV_5094	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5095	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA	NA
16S_ASV_5096	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5097	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	NA
16S_ASV_5098	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	NA	NA
16S_ASV_5099	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
16S_ASV_5100	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	NA	NA
16S_ASV_5101	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
16S_ASV_5102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	NA	NA
16S_ASV_5103	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
16S_ASV_5104	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
16S_ASV_5105	Bacteria	Firmicutes	Bacilli	Lactobacillales	P5D1-392	NA	NA
16S_ASV_5106	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_5107	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA
16S_ASV_5108	Bacteria	Actinobacteriota	NA	NA	NA	NA	NA
16S_ASV_5109	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA	NA
16S_ASV_5110	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
16S_ASV_5111	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
16S_ASV_5112	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
16S_ASV_5113	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	NA
16S_ASV_5114	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
16S_ASV_5115	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	NA
16S_ASV_5116	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
16S_ASV_5117	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5118	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
16S_ASV_5119	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
16S_ASV_5120	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5121	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
16S_ASV_5122	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5123	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
16S_ASV_5124	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
16S_ASV_5125	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	NA
16S_ASV_5126	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_5127	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5128	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
16S_ASV_5129	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
16S_ASV_5130	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5131	Bacteria	Poribacteria	NA	NA	NA	NA	NA
16S_ASV_5132	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5133	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5134	Bacteria	Poribacteria	NA	NA	NA	NA	NA
16S_ASV_5135	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5136	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
16S_ASV_5137	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
16S_ASV_5138	Bacteria	Chloroflexi	TK17	NA	NA	NA	NA
16S_ASV_5139	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_5140	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	NA
16S_ASV_5141	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5142	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	NA	NA
16S_ASV_5143	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_5144	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA	NA
16S_ASV_5145	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5146	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5147	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	NA	NA	NA
16S_ASV_5148	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5149	Bacteria	Proteobacteria	Alphaproteobacteria	Dstr-E11	NA	NA	NA
16S_ASV_5150	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5151	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
16S_ASV_5152	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_5153	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
16S_ASV_5154	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_5155	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_5156	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
16S_ASV_5157	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5158	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_5159	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5160	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5161	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
16S_ASV_5162	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_5163	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
16S_ASV_5164	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
16S_ASV_5165	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5166	Bacteria	Poribacteria	NA	NA	NA	NA	NA
16S_ASV_5167	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
16S_ASV_5168	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5169	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5170	Bacteria	Chloroflexi	TK30	NA	NA	NA	NA
16S_ASV_5171	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_5172	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5173	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5174	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
16S_ASV_5175	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
16S_ASV_5176	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5177	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5178	Bacteria	PAUC34f	NA	NA	NA	NA	NA
16S_ASV_5179	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA	NA
16S_ASV_5180	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5181	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	NA
16S_ASV_5182	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5183	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5184	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_5185	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	NA
16S_ASV_5186	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
16S_ASV_5187	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5188	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5189	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
16S_ASV_5190	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA	NA
16S_ASV_5191	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5192	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
16S_ASV_5193	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5194	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5195	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5196	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
16S_ASV_5197	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	NA
16S_ASV_5198	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	NA	NA	NA
16S_ASV_5199	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_5200	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
16S_ASV_5201	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
16S_ASV_5202	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA	NA
16S_ASV_5203	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
16S_ASV_5204	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	NA
16S_ASV_5205	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
16S_ASV_5206	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
16S_ASV_5207	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5208	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5209	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_5210	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA	NA
16S_ASV_5211	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_5212	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_5213	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
16S_ASV_5214	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
16S_ASV_5215	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
16S_ASV_5216	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA
16S_ASV_5217	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
